,GlobalId,Name,LongName,Description,ObjectType,IfcType,IsExternal,GrossPlannedArea,PubliclyAccessible,HandicapAccessible,Height,FinishCeilingHeight,GrossPerimeter,NetPerimeter,GrossFloorArea,NetFloorArea,GrossCeilingArea,NetCeilingArea,GrossVolume,NetVolume,age,persona,ownership,persona_encoded,ownership_encoded,LocationX,LocationY,LocationZ,category,key,type,type_encoded,orientation,orientation_encoded,in_out,in_out_encoded,inc_rad,sun_h,wind_exp,usability,usability_encoded,green_suitability,green_suitability_encoded,longest edge length,activity,activity_encoded,Tag,SolarRad,LoadBearing,Compartmentation,Length,Width,GrossFootprintArea,Perimeter,GrossArea,NetArea
1OA6AM08v4CPYkdpGDg2eY,1OA6AM08v4CPYkdpGDg2eY,N/A,LVL2_3B_51,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,50.0,academics,Tenant,1.0,1.0,-27.60804,19.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0U22g$_g54SRxei27s_Drj,0U22g$_g54SRxei27s_Drj,N/A,LVL2_3B_52,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,37.0,academics,Owner,1.0,0.0,-9.60804,37.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1IyRQRRpfCMuoU$nBD1Djf,1IyRQRRpfCMuoU$nBD1Djf,N/A,LVL2_3B_53,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,38.0,sporties,Owner,8.0,0.0,-35.10804,19.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3I8a2hRzfDm8g7rMBR6lzk,3I8a2hRzfDm8g7rMBR6lzk,N/A,LVL2_3B_55,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,39.0,sporties,Tenant,8.0,1.0,-9.60804,46.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3N$TSxQE5569SucrQtERzn,3N$TSxQE5569SucrQtERzn,N/A,LVL2_3B_56,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,49.0,sporties,Tenant,8.0,1.0,-35.10804,28.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
070iIDPejAuvKux9pE_S_d,070iIDPejAuvKux9pE_S_d,N/A,LVL2_3B_57,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,37.0,diy_enthusiasts/creatives,Owner,3.0,0.0,-9.60804,55.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3MmyjUwbL2YvneGZNMcJd$,3MmyjUwbL2YvneGZNMcJd$,N/A,LVL2_3B_58,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,53.0,academics,Owner,1.0,0.0,-38.85804,35.326096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0zj3cIy3j8lf7k3L_T7EsE,0zj3cIy3j8lf7k3L_T7EsE,N/A,LVL2_3B_59,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,67.0,academics,Tenant,1.0,1.0,-5.85804,62.326096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2Z0lHWyxTDqAeXKDFwBMBr,2Z0lHWyxTDqAeXKDFwBMBr,N/A,LVL2_3B_61,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,20.0,influencers,Owner,5.0,0.0,-42.60804,16.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3kHHBctmzF4PawexXnODpI,3kHHBctmzF4PawexXnODpI,N/A,LVL2_3B_62,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,34.0,young_professionals,Tenant,10.0,1.0,-42.60804,25.576096,7.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0DghnYuMn02fLO29B5eFb2,0DghnYuMn02fLO29B5eFb2,N/A,LVL3_3B_34,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,35.0,academics,Tenant,1.0,1.0,-27.60804,19.576096,10.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3IUoyiRx9DOf48_iPWYYDd,3IUoyiRx9DOf48_iPWYYDd,N/A,LVL3_3B_35,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,47.0,sporties,Tenant,8.0,1.0,-2.85804,41.326096,10.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2etziG$5T0aPIsp2qGj0rc,2etziG$5T0aPIsp2qGj0rc,N/A,LVL3_3B_36,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,32.0,travelers/expats,Owner,9.0,0.0,-35.85804,14.326096,10.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2aEICsLhvFR9k9sjkzEN1M,2aEICsLhvFR9k9sjkzEN1M,N/A,LVL4_3B_17,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,32.0,night_owls,Tenant,7.0,1.0,-2.85804,29.326096,13.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1B_G7RsNv8IxgRi5sxaitN,1B_G7RsNv8IxgRi5sxaitN,N/A,LVL4_3B_20,N/A,N/A,IfcSpace,True,36.0000010728836,False,True,3.0,3.0,30.0000002384186,30.0000002384186,36.0000010728836,36.0000010728836,36.0000010728836,36.0000010728836,108.000003218651,108.000003218651,67.0,active_later_living,Tenant,2.0,1.0,-27.60804,10.576096,13.5,IfcSpace,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
052Pcn4gr3MeLNDynAvg$U,052Pcn4gr3MeLNDynAvg$U,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900149968900754,0.0,0.0,N/A,N/A,0.0,0.0,-1.40804,31.575846,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.90015,True,True,3.00049989633585,0.1,0.300049989633585,0.0,0.0,0.0
306VrKd99CZgUKpWE8dl3H,306VrKd99CZgUKpWE8dl3H,LVL 1_1B_Window_S81,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-0.85804,31.576096,4.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0x_4s9a651tvIPbIaYwQMK,0x_4s9a651tvIPbIaYwQMK,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000021,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,30.125596,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.29999999999999,0.0,0.0,0.0
02Zn$BRYL3wvj_3eCph2Oz,02Zn$BRYL3wvj_3eCph2Oz,LVL 1_1B_Window_S81,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.35804,30.075596,4.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1YNvoZk656i92Pli8nY3gg,1YNvoZk656i92Pli8nY3gg,LVL_1_1B_FLoor_S81,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,31.575596,2.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
1_IiUAX7zBcAsxQV2DejBG,1_IiUAX7zBcAsxQV2DejBG,LVL_1_1B_FLoor_S81,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,31.575596,2.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.00000000000001,9.00000000000001
0aVcM5Kwr4JPI5A_n_1LAt,0aVcM5Kwr4JPI5A_n_1LAt,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,31.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999997,8.99999999999997
2J2Td6woH5PeRu_TWxbxjN,2J2Td6woH5PeRu_TWxbxjN,LVL_1_1B_Roof_S81,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,31.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999999,8.99999999999999
1zjNhFYer9zfDIMimMU7D4,1zjNhFYer9zfDIMimMU7D4,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999977,0.0,0.0,N/A,N/A,0.0,0.0,-5.85854,33.026096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000001,0.0,0.0,0.0
00RSzeGGT3NhyJ$MGQEZnG,00RSzeGGT3NhyJ$MGQEZnG,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000009,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,33.026096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000001,0.0,0.0,0.0
09OMtCvbHFo8dwsebzW38g,09OMtCvbHFo8dwsebzW38g,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999981,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,30.126096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000002,0.0,0.0,0.0
3H06pJkAbAEASm5PigLf7f,3H06pJkAbAEASm5PigLf7f,LVL_1_1B_Wall_S81,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000079898717,0.0,0.0,N/A,N/A,0.0,0.0,-7.30804,31.576096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.00000026632906,0.0999999999999996,0.300000026632905,0.0,0.0,0.0
0M9ROuolX9zuLBikH0ucCq,0M9ROuolX9zuLBikH0ucCq,LVL 1_1B_Door_S81,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85829,31.576096,4.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
12jdfZBcH1vxizRI9GUkDn,12jdfZBcH1vxizRI9GUkDn,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000023,0.0,0.0,N/A,N/A,0.0,0.0,-19.40754,22.576096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000004,0.0,0.0,0.0
0sYD5uy9L8CA$EGB4dQ5kV,0sYD5uy9L8CA$EGB4dQ5kV,LVL 1_1B_Window_S82,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-18.85754,22.576096,4.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2H1bZd7j5EruSXJ99aed2g,2H1bZd7j5EruSXJ99aed2g,LVL_1_1B_FLoor_S82,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-20.85754,19.576096,2.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
2WPbYWshr91BdLG0qFSNY2,2WPbYWshr91BdLG0qFSNY2,LVL_1_1B_FLoor_S82,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-20.85754,22.576096,2.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
31d_fRwl55NQydNUHnovec,31d_fRwl55NQydNUHnovec,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-20.85804,19.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
28aY$FFWX7pBxebs0wlc6O,28aY$FFWX7pBxebs0wlc6O,LVL_1_1B_Roof_S82,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-20.85804,22.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.00000000000001,9.00000000000001
373tuwaKD9EQcOAS26_PJO,373tuwaKD9EQcOAS26_PJO,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000048,0.0,0.0,N/A,N/A,0.0,0.0,-22.30804,19.575596,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.299999999999998,0.0,0.0,0.0
0td5R2EFv4veX85zxnlfc_,0td5R2EFv4veX85zxnlfc_,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000001,0.0,0.0,N/A,N/A,0.0,0.0,-22.30804,22.576096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000002,0.0,0.0,0.0
1YJYNO6Yf2bvXITxwrZ$3t,1YJYNO6Yf2bvXITxwrZ$3t,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900149968900827,0.0,0.0,N/A,N/A,0.0,0.0,-20.85779,24.026096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.90015,True,True,3.00049989633585,0.100000000000001,0.300049989633592,0.0,0.0,0.0
2HvuGPkjj6uPzuMhGQWvBG,2HvuGPkjj6uPzuMhGQWvBG,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999987,0.0,0.0,N/A,N/A,0.0,0.0,-19.40804,19.576096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000011,0.0,0.0,0.0
27hSnGpZ5DLRzvEJyjIOB1,27hSnGpZ5DLRzvEJyjIOB1,LVL_1_1B_Wall_S82,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000079898725,0.0,0.0,N/A,N/A,0.0,0.0,-20.85804,18.126096,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.00000026632906,0.100000000000001,0.30000002663291,0.0,0.0,0.0
1eVBh3zjzDJwNtXDpbJYbo,1eVBh3zjzDJwNtXDpbJYbo,LVL 1_1B_Door_S82,N/A,N/A,N/A,IfcDoor,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-20.35804,18.075846,4.0,IfcDoor,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
0WC1xgUWz41gu7z3dIvQTW,0WC1xgUWz41gu7z3dIvQTW,LVL_1_1B_Wall_S105,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900149968900756,0.0,0.0,N/A,N/A,0.0,0.0,-1.40804,58.575846,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.90015,True,True,3.00049989633585,0.1,0.300049989633584,0.0,0.0,0.0
2hmm$X9mjAU9DCNhYqe$1t,2hmm$X9mjAU9DCNhYqe$1t,LVL 1_1B_Window_S105,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-0.85804,58.576096,4.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3SLj9e9r55SfDzZRXbCVYK,3SLj9e9r55SfDzZRXbCVYK,LVL_1_1B_Wall_S105,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000021,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,57.125596,4.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000023,0.0,0.0,0.0
1oQwzptL97DeOClyQLC4dI,1oQwzptL97DeOClyQLC4dI,LVL 1_1B_Window_S105,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.35804,57.075596,4.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3DShHfYBr26B7R2uODtzAL,3DShHfYBr26B7R2uODtzAL,LVL_1_1B_FLoor_S105,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,58.575596,2.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
2lJVXsAdv76BhRVjrusASb,2lJVXsAdv76BhRVjrusASb,LVL_1_1B_FLoor_S105,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,58.575596,2.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
